buffer_post_id,channel_id,created_at,content_preview,impressions,reactions,comments,shares,external_link,share_mode
6a61702f6612157661e5763a,6a5406f680cc80cdcaa81502,2026-07-21T19:15:03.682Z,"LinkedIn gives you a snapshot of your posts. It doesn't give you a story. So, after exporting my billionth manual spreadsheet, I decided to build the story myself. ",106,2,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7485394040792907776,customScheduled
6a61702f6612157661e57638,6a5406f680cc80cdcaa81502,2026-07-22T11:45:05.464Z,𝐅𝐨𝐮𝐧𝐝 𝐚𝐧 𝐎𝐥𝐝 𝐅𝐫𝐢𝐞𝐧𝐝 𝐨𝐧 𝐂𝐚𝐭𝐞𝐫𝐩𝐢𝐥𝐥𝐚𝐫'𝐬 𝐖𝐞𝐛𝐬𝐢𝐭𝐞 𝐓𝐨𝐝𝐚𝐲 🔧 Caterpillar In-Cylinder Pressure Sensor (443-5682)  Was looking for something completely unrelated and stumbled across this. Didn't expect it to ca,246,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7485518173430087681,customScheduled
6a617013e2f31fa6761a1759,6a5406f680cc80cdcaa81501,2026-07-21T20:30:01.299Z,"LinkedIn gives you a snapshot of your posts. It doesn't give you a story. So, at Straventis Advisory Group we decided to help you build your story in your words.  https://lnkd.in/eDhNSJKy",1,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7485395088026669056,customScheduled
6a5df9978d2aad7f319e28c4,6a5406f680cc80cdcaa81502,2026-07-19T19:30:01.498Z,"𝐄𝐯𝐞𝐫 𝐩𝐢𝐭𝐜𝐡𝐞𝐝 𝐚 𝐠𝐚𝐦𝐞-𝐜𝐡𝐚𝐧𝐠𝐢𝐧𝐠 𝐢𝐝𝐞𝐚, 𝐨𝐧𝐥𝐲 𝐭𝐨 𝐡𝐚𝐯𝐞 𝐚𝐧 𝐞𝐱𝐞𝐜𝐮𝐭𝐢𝐯𝐞 𝐤𝐢𝐥𝐥 𝐲𝐨𝐮𝐫 𝐛𝐮𝐝𝐠𝐞𝐭 𝐚𝐧𝐝 𝐰𝐚𝐭𝐜𝐡 𝐚 𝐫𝐢𝐯𝐚𝐥 𝐭𝐞𝐚𝐦 𝐬𝐭𝐞𝐚𝐥 𝐭𝐡𝐞 𝐜𝐫𝐞𝐝𝐢𝐭? Welcome to the club. ⚡  I read about Nikola Tesla and realized I don't actually k",628,3,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7484647074844737536,customScheduled
6a5fb53ad8358c2df6f7c974,6a5406f680cc80cdcaa81502,2026-07-20T19:31:56.182Z,"McKinsey's AI ladder reflects my work. At Xperi, ML decreased latency by 98%. At Harman, our Edge-AI platform unlocked a $2.4B market. McKinsey notes Level 4 business building yields 31x multiples, pr",85,2,0,0,https://www.linkedin.com/feed/update/urn:li:share:7485053902799831040,customScheduled
6a5df9968d2aad7f319e28c1,6a5406f680cc80cdcaa81502,2026-07-19T15:06:04.992Z,"𝐀𝐠𝐞𝐧𝐭𝐢𝐜 𝐇𝐨𝐦𝐞𝐬: 𝐀 𝐅𝐫𝐢𝐜𝐭𝐢𝐨𝐧𝐥𝐞𝐬𝐬 𝐑𝐞𝐥𝐢𝐞𝐟 𝐨𝐫 𝐚 𝐖𝐚𝐥𝐥𝐞𝐝 𝐆𝐚𝐫𝐝𝐞𝐧 𝐍𝐢𝐠𝐡𝐭𝐦𝐚𝐫𝐞?  Smart homes promised seamless, autonomous living. What most people got was five apps, three remotes, and a Samsung fridge with a cam",163,0,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7484624610966089728,customScheduled
6a5a8bb6448fbb66c703632c,6a5406f680cc80cdcaa81502,2026-07-17T20:08:46.577Z,𝐖𝐡𝐲 𝐏𝐥𝐚𝐭𝐟𝐨𝐫𝐦 𝐓𝐡𝐢𝐧𝐤𝐢𝐧𝐠 𝐍𝐞𝐞𝐝𝐬 𝐄𝐧𝐭𝐞𝐫𝐩𝐫𝐢𝐬𝐞 𝐀𝐫𝐜𝐡𝐢𝐭𝐞𝐜𝐭𝐮𝐫𝐞?  𝘈𝘯𝘥 𝘩𝘰𝘸 𝘴𝘵𝘳𝘰𝘯𝘨 𝘢𝘳𝘤𝘩𝘪𝘵𝘦𝘤𝘵𝘶𝘳𝘢𝘭 𝘧𝘰𝘶𝘯𝘥𝘢𝘵𝘪𝘰𝘯𝘴 𝘱𝘳𝘦𝘱𝘢𝘳𝘦 𝘢𝘯 𝘰𝘳𝘨𝘢𝘯𝘪𝘻𝘢𝘵𝘪𝘰𝘯 𝘧𝘰𝘳 𝘢𝘨𝘦𝘯𝘵𝘪𝘤 𝘈𝘐  Every platform team I've been part of eventually runs into the sa,196,1,1,0,https://www.linkedin.com/feed/update/urn:li:share:7483976009793400832,shareNow
6a5a8588faef86e5365ffc6d,6a5406f680cc80cdcaa81502,2026-07-17T00:36:19.223Z,"""Value per token"" is the framing I hadn't heard before, more useful than counting spend. Efficient conversion beats raw usage every time. #AIEconomics #TokenEconomy #GenerativeAI #AIatScale #Enterpris",152,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7483680952347570176,customScheduled
6a599ab714b18b578d0451be,6a5406f680cc80cdcaa81502,2026-07-17T11:30:42.888Z,The Rise of Agentic Software Development Platforms The software development landscape is going through a real architectural shift this year. The industry is moving past simple AI code completion tools,178,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7483845635582984193,customScheduled
6a58cbaadb3c9911df702c05,6a5406f680cc80cdcaa81501,2026-07-16T03:41:42.706Z,https://lnkd.in/dqp3_Tyj,0,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7483365219654758401,customScheduled
6a58589d3fcfd2c56001c46b,6a5406f680cc80cdcaa81502,2026-07-16T04:05:49.936Z,"The line that stayed with me: ""𝐓𝐡𝐞 𝐦𝐚𝐥𝐢𝐜𝐢𝐨𝐮𝐬 𝐢𝐧𝐬𝐢𝐝𝐞𝐫 𝐚𝐧𝐝 𝐭𝐡𝐞 𝐰𝐞𝐥𝐥-𝐦𝐞𝐚𝐧𝐢𝐧𝐠 𝐨𝐧𝐞 𝐠𝐞𝐧𝐞𝐫𝐚𝐭𝐞 𝐭𝐡𝐞 𝐬𝐚𝐦𝐞 𝐚𝐦𝐛𝐢𝐠𝐮𝐨𝐮𝐬 𝐬𝐢𝐠𝐧𝐚𝐥𝐬.""   I've seen this from the other side. At Xperi, I owned a metadata platform processi",144,0,1,0,https://www.linkedin.com/feed/update/urn:li:share:7483371288401727488,shareNow
6a5855eb1dfe46f6d5b1706d,6a5406f680cc80cdcaa81502,2026-07-14T02:49:45.273Z,"𝐍𝐨𝐛𝐨𝐝𝐲 𝐊𝐧𝐞𝐰 𝐖𝐡𝐚𝐭 𝐖𝐨𝐮𝐥𝐝 𝐁𝐫𝐞𝐚𝐤  I once inherited a platform so fragile, engineers were afraid to touch it. Not because they didn't know how. Because nobody knew what would break. Dozens of streaming par",208,1,0,0,https://www.linkedin.com/feed/update/urn:li:share:7482627366121402368,customScheduled
6a5855eb1dfe46f6d5b1706a,6a5406f680cc80cdcaa81502,2026-07-14T16:06:11.603Z,"This resonates, and it echoes something I've believed through my whole career: think of sustainable performance like a 3 legged stool, work, health, and personal life. You can't stand on 2 legs and ex",173,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7482827798571831296,customScheduled
6a5855eb1dfe46f6d5b17060,6a5406f680cc80cdcaa81502,2026-07-14T18:55:14.516Z,𝗘𝘃𝗲𝗿 𝘄𝗼𝗻𝗱𝗲𝗿 𝘄𝗵𝗼 𝘁𝗵𝗲 𝗘𝗹𝗼𝗻 𝗠𝘂𝘀𝗸 𝗼𝗳 𝘁𝗵𝗲 𝟭𝟵𝟰𝟬𝘀 𝘄𝗮𝘀 🤔? I went down a rabbit hole with my son a few weeks back and landed on Howard Hughes. Radio transmitter at 11. Motorized bike at 12. Engineering his own,338,1,3,0,https://www.linkedin.com/feed/update/urn:li:share:7482870341233516545,customScheduled
6a5855eb1dfe46f6d5b1705d,6a5406f680cc80cdcaa81502,2026-07-15T11:15:02.988Z,"Output, Inference, and Prediction: Why Engineers Can't Just Say ""The Answer"" #MachineLearning #AI #DataScience #MLOps",207,1,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7481642156231827457,customScheduled
6a5855eb1dfe46f6d5b1705b,6a5406f680cc80cdcaa81502,2026-07-14T11:15:02.956Z,"Hughes was basically the 1940s Elon Musk! Mans built giant planes & custom bras instead of rockets & EVs. Genius, Obsession , and disruption - Eighty Years Apart. Wild tbh! #Innovation #History #Entre",4178,5,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7481630345667325952,customScheduled
6a57ae3084da8b061604b721,6a5406f680cc80cdcaa81502,2026-07-15T15:59:03.356Z,"""𝘽𝙪𝙨𝙮 𝙬𝙤𝙧𝙠 𝙘𝙖𝙣 𝙡𝙤𝙤𝙠 𝙡𝙞𝙠𝙚 𝙥𝙧𝙤𝙜𝙧𝙚𝙨𝙨. 𝙊𝙣𝙡𝙮 𝙢𝙚𝙖𝙨𝙪𝙧𝙖𝙗𝙡𝙚 𝙤𝙪𝙩𝙘𝙤𝙢𝙚𝙨 𝙥𝙧𝙤𝙫𝙚 𝙩𝙧𝙖𝙣𝙨𝙛𝙤𝙧𝙢𝙖𝙩𝙞𝙤𝙣."" That line from Ashish Nair's piece below stuck with me. I ran a program a while back bringing together 4 different ve",158,0,1,0,https://www.linkedin.com/feed/update/urn:li:share:7483188388079149057,shareNow
6a57ac4481a3a748a702513c,6a5406f680cc80cdcaa81501,2026-07-15T20:24:01.204Z,"""𝐁𝐮𝐬𝐲 𝐰𝐨𝐫𝐤 𝐜𝐚𝐧 𝐥𝐨𝐨𝐤 𝐥𝐢𝐤𝐞 𝐩𝐫𝐨𝐠𝐫𝐞𝐬𝐬. 𝐎𝐧𝐥𝐲 𝐦𝐞𝐚𝐬𝐮𝐫𝐚𝐛𝐥𝐞 𝐨𝐮𝐭𝐜𝐨𝐦𝐞𝐬 𝐩𝐫𝐨𝐯𝐞 𝐭𝐫𝐚𝐧𝐬𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧.""  - That line from Ashish Nair's piece below stuck with me. I ran a program a while back bringing together 4 different",61,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7483255070113972224,addToQueue
6a540709cb89bb59dc4c7ede,6a5406f680cc80cdcaa81502,2025-02-11T13:34:47.023Z,"Hi everyone! I’m seeking a new role and would appreciate your support. If you hear of any opportunities or just want to catch up, please send me a message or comment below. I’d love to reconnect. #Ope",872,0,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7295072778867671040,customScheduled
6a540709cb89bb59dc4c7f01,6a5406f680cc80cdcaa81502,2025-02-14T19:06:36.811Z,"It’s been a while since I’ve completed my Master of Business Administration - MBA at @Indiana University - Kelley School of Business, but I wanted to share this update with everyone.",1904,0,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7296243452193722368,customScheduled
6a540709cb89bb59dc4c7efb,6a5406f680cc80cdcaa81502,2025-04-17T19:44:26.762Z,Lidar is essential to the safe and scalable future of autonomous vehicles—exciting to see Luminar leading the way with such an impressive council of industry pioneers. 👏,120,0,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7318721021031706624,customScheduled
6a540709cb89bb59dc4c7ef7,6a5406f680cc80cdcaa81502,2025-02-18T17:55:14.713Z,View my verified achievement from @Coursera.,247,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7297675043373805570,customScheduled
6a540709cb89bb59dc4c7ef4,6a5406f680cc80cdcaa81502,2025-03-05T00:03:38.401Z,Traveling with pet for easier and comfy.  Yay,256,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7302841183234342913,customScheduled
6a540709cb89bb59dc4c7ef2,6a5406f680cc80cdcaa81502,2025-05-16T12:01:31.936Z,"If you are looking for a financial advisor or considering changing reach out @Alexander Sutton, MBA. He is works with your interests in mind and one of the best financial advisor I have had.",312,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7329113772730556419,customScheduled
6a540709cb89bb59dc4c7ef0,6a5406f680cc80cdcaa81502,2024-04-26T02:19:44.009Z,"Our team worked very hard to make this happen. If you have Disney+, watch, enjoy, and share your thoughts. I love to hear about their experience from my network. ",279,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7189448030327054337,customScheduled
6a540709cb89bb59dc4c7eee,6a5406f680cc80cdcaa81502,2025-04-02T18:41:40.199Z,Great write-up on game theory and how it applies to real-world decisions by Mallik. It’s actually the final course I need to complete my MS in Strategic Management—really looking forward to diving int,77,0,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7313269404861935618,customScheduled
6a540709cb89bb59dc4c7ee4,6a5406f680cc80cdcaa81502,2025-07-08T19:19:04.174Z,"🧠 Just wrapped up the “Product Management Intro” course by IBM on Coursera!  While much of it reinforced what I learned during my MBA and roles at Harman and Xperi, it served as a powerful reminder th",232,1,0,0,https://www.linkedin.com/feed/update/urn:li:share:7348430439570694144,customScheduled
6a540709cb89bb59dc4c7ee2,6a5406f680cc80cdcaa81502,2025-07-17T21:00:13.454Z,I’m happy to share that I’ve obtained a new certification: Product Management: Foundations & Stakeholder Collaboration from IBM!,364,8,2,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7351717386795786240,customScheduled
6a540709cb89bb59dc4c7ee0,6a5406f680cc80cdcaa81502,2024-04-18T20:13:01.991Z,That was well said. Workplace conversations are the source of innovation and should be one of the yardsticks for measuring employee engagement. I love that at Xperi. ,282,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7186819032027734017,customScheduled
6a540709cb89bb59dc4c7edc,6a5406f680cc80cdcaa81502,2025-02-14T14:49:27.308Z,Excited to join fellow data enthusiasts at the Data Driven Meetup – looking forward to insightful conversations and new connections!,210,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7296178736289271809,customScheduled
6a540709cb89bb59dc4c7eda,6a5406f680cc80cdcaa81502,2025-08-05T04:31:38.157Z,I’m happy to share that I’ve obtained a new certification: Introduction to Artificial Intelligence (AI) from IBM!,304,4,1,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7358353969858891776,customScheduled
6a540709cb89bb59dc4c7ed8,6a5406f680cc80cdcaa81502,2025-05-14T16:18:21.179Z,View my verified achievement from @Project Management Institute.,246,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7328453628162154497,customScheduled
6a540709cb89bb59dc4c7ed6,6a5406f680cc80cdcaa81502,2024-12-13T01:45:20.512Z,"Excited to see Xperi showcasing its innovative solutions at CES 2025! From cutting-edge entertainment experiences to groundbreaking technology, Xperi continues to push the boundaries of what’s possibl",340,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7273150972325953537,customScheduled
6a540709cb89bb59dc4c7ec4,6a5406f680cc80cdcaa81502,2024-10-21T22:46:49.960Z,I'm attending Malcolm Gladwell on how to build influence to drive forward great ideas. Join me on October 31.,195,0,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7254261880116908033,customScheduled
6a540709cb89bb59dc4c7ec2,6a5406f680cc80cdcaa81502,2022-10-27T02:32:06.734Z,"Interdependency between Product and Program Management  Product Management is a relatively new area and tends to change from organization to organization. In some organizations, it's just a job title.",9,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:6991224982496301056,customScheduled
6a540709cb89bb59dc4c7ec0,6a5406f680cc80cdcaa81502,2025-02-14T15:05:48.264Z,"Leadership is about influence, not intimidation.",101,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7296182850737836034,customScheduled
6a540709cb89bb59dc4c7ebd,6a5406f680cc80cdcaa81502,2025-02-13T03:01:04.608Z,great read to reignite your passion at work by aligning your tasks with your core values and seeking meaningful challenges,199,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7295638079283884032,customScheduled
6a540709cb89bb59dc4c7eb6,6a5406f680cc80cdcaa81502,2022-10-29T02:57:38.504Z,"Doing Pricing Strategy research for a class project and came across this model created by Arthur Little Inc. This s a 20+year old model, Is it still relevant? Does anyone use this model?",53,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:6991956183100112896,customScheduled
6a540709cb89bb59dc4c7eb3,6a5406f680cc80cdcaa81502,2025-04-17T19:46:23.160Z,"Incredible advancement by Shield.AI— Their wide area motion imaging is a critical force multiplier for U.S. defense, transforming ISR from narrow-view guesswork into real-time, wide-field precision ta",147,0,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7318721509143764993,customScheduled
6a540709cb89bb59dc4c7eb1,6a5406f680cc80cdcaa81502,2025-07-08T00:16:22.889Z,"As I’ve been applying to jobs, I keep seeing skills like Critical Thinking, Strategic Thinking, Design Thinking, Problem Solving, and Data-Driven Decision Making listed everywhere.  It made me pause a",618,9,1,0,https://www.linkedin.com/feed/update/urn:li:share:7348142872098988032,customScheduled
6a540709cb89bb59dc4c7eaf,6a5406f680cc80cdcaa81502,2025-05-16T11:40:52.942Z,"Hi everyone, After an incredible journey working across product, engineering, and program leadership roles in automotive, media tech, and AI-driven platforms, I’m currently exploring new opportunities",1277,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7329108574821912576,customScheduled
6a540709cb89bb59dc4c7ead,6a5406f680cc80cdcaa81502,2025-04-01T23:27:40.497Z,"This perspective has been a game-changer in my career. Focusing on what’s within my control—my response, my energy, my boundaries—has helped me make clear-headed decisions, especially in high-stress s",242,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7312978992523796480,customScheduled
6a540709cb89bb59dc4c7eab,6a5406f680cc80cdcaa81502,2025-02-13T18:41:51.771Z,I'm attending Ask Arianna Huffington your career questions. Join me on February 25.,159,0,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7295874835858051072,customScheduled
6a540709cb89bb59dc4c7ea9,6a5406f680cc80cdcaa81502,2025-02-18T17:56:08.834Z,I’m happy to share that I’ve obtained a new certification: Python for Data Science and AI from @Coursera!,430,0,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7297675270289801218,customScheduled
6a540709cb89bb59dc4c7ea6,6a5406f680cc80cdcaa81502,2024-04-09T14:11:24.695Z,"I am proud to announce that I will graduate with an MBA from a top 5 business school. The program I completed has been ranked #7 in the nation, which has been an incredible honor. I am excited to appl",2039,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7183466535154335746,customScheduled
6a540709cb89bb59dc4c7ea3,6a5406f680cc80cdcaa81502,2024-04-30T14:13:58.431Z,YouTube Video showcasing the product.,303,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7191077325097074688,customScheduled
6a540709cb89bb59dc4c7ea0,6a5406f680cc80cdcaa81502,2024-04-30T14:12:43.184Z,"If you are in the market for a BMW 5 series or 2024 Mini (all models), MB S-Class make sure to get the DTS AutoStage from my company, Xperi. You will get unparalleled personalized, rich media experien",301,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7191077010704683009,customScheduled
6a540709cb89bb59dc4c7e9d,6a5406f680cc80cdcaa81502,2024-04-30T14:22:13.558Z,"Healthcare organizations, esp. hospital management, need to adopt this mindset shift.  The quote from @AdamMGrant is backed by evidence. 2 of many https://lnkd.in/gD6JdCP8 https://lnkd.in/g4ubbq6h ",457,0,0,0,https://www.linkedin.com/feed/update/urn:li:share:7191079402825252866,customScheduled
6a540709cb89bb59dc4c7e9a,6a5406f680cc80cdcaa81502,2025-10-24T12:15:05.251Z,"🪑 Role Reveal – Part 3: Core Responsibility Spotlight: Portfolio Diversification  Submitted 450+ job applications across 47 industries, successfully converting 98% into “We regret to inform you” lette",1083,8,1,0,https://www.linkedin.com/feed/update/urn:li:share:7386909013470236672,customScheduled
6a540709cb89bb59dc4c7e98,6a5406f680cc80cdcaa81502,2025-08-06T22:36:34.235Z,I’m happy to share that I’ve obtained a new certification: Generative AI: Prompt Engineering Basics from IBM!,429,6,1,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7358989390422941698,customScheduled
6a540709cb89bb59dc4c7e96,6a5406f680cc80cdcaa81502,2025-07-12T21:50:56.904Z,I’m happy to share that I’ve obtained a new certification: Generative AI: Introduction and Applications from IBM!,280,5,0,0,https://www.linkedin.com/feed/update/urn:li:ugcPost:7349918212626571265,customScheduled
